target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
FMR1,ENSG00000102081,0.030500000000000003,0.0,0.0,0.0,0.0,0.0,0.030500000000000003,0.0,FMRP translational regulator 1
CHGB,ENSG00000089199,0.030500000000000003,0.0,0.0,0.0,0.0,0.0,0.030500000000000003,0.0,chromogranin B
PPARD,ENSG00000112033,0.030444444444444448,0.0,0.0,0.0,0.0,0.0,0.030444444444444448,0.0,peroxisome proliferator activated receptor delta
GRM4,ENSG00000124493,0.030408333333333332,0.0,0.0,0.0,0.0,0.0,0.030408333333333332,0.0,glutamate metabotropic receptor 4
DHRS11,ENSG00000278535,0.0304,0.0,0.0,0.0,0.0,0.0,0.0304,0.0,dehydrogenase/reductase 11
CEL,ENSG00000170835,0.0304,0.0,0.0,0.0,0.0,0.0,0.0304,0.0,carboxyl ester lipase
SOX8,ENSG00000005513,0.0304,0.0,0.0,0.0,0.0,0.0,0.0304,0.0,SRY-box transcription factor 8
SPN,ENSG00000197471,0.03033266666666667,0.0,0.0,0.0,0.0,0.0,0.03033266666666667,0.0,sialophorin
PPIF,ENSG00000108179,0.03025555555555556,0.0,0.0,0.0,0.0,0.0,0.03025555555555556,0.0,peptidylprolyl isomerase F
MAP3K5,ENSG00000197442,0.0302,0.0,0.0,0.0,0.0,0.0,0.0302,0.0,mitogen-activated protein kinase kinase kinase 5
CTSS,ENSG00000163131,0.030181333333333334,0.0,0.0,0.0,0.0,0.0,0.030181333333333334,0.0,cathepsin S
MMP14,ENSG00000157227,0.030122222222222224,0.0,0.0,0.0,0.0,0.0,0.030122222222222224,0.0,matrix metallopeptidase 14
RELN,ENSG00000189056,0.030000000000000006,0.0,0.0,0.0,0.0,0.0,0.030000000000000006,0.0,reelin
CFP,ENSG00000126759,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,complement factor properdin
ST8SIA1,ENSG00000111728,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.0,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
PTGDS,ENSG00000107317,0.029966000000000003,0.0,0.0,0.0,0.0,0.0,0.029966000000000003,0.0,prostaglandin D2 synthase
TRPM7,ENSG00000092439,0.0297,0.0,0.0,0.0,0.0,0.0,0.0297,0.0,transient receptor potential cation channel subfamily M member 7
CDH5,ENSG00000179776,0.02966666666666667,0.0,0.0,0.0,0.0,0.0,0.02966666666666667,0.0,cadherin 5
PLA2G4A,ENSG00000116711,0.029544444444444443,0.0,0.0,0.0,0.0,0.0,0.029544444444444443,0.0,phospholipase A2 group IVA
CCL26,ENSG00000006606,0.02950511111111111,0.0,0.0,0.0,0.0,0.0,0.02950511111111111,0.0,C-C motif chemokine ligand 26
MAZ,ENSG00000103495,0.029500000000000005,0.0,0.0,0.0,0.0,0.0,0.029500000000000005,0.0,MYC associated zinc finger protein
SRI,ENSG00000075142,0.0295,0.0,0.0,0.0,0.0,0.0,0.0295,0.0,sorcin
IL32,ENSG00000008517,0.029500000000000005,0.0,0.0,0.0,0.0,0.0,0.029500000000000005,0.0,interleukin 32
OMG,ENSG00000126861,0.029466000000000003,0.0,0.0,0.0,0.0,0.0,0.029466000000000003,0.0,oligodendrocyte myelin glycoprotein
CDR2,ENSG00000140743,0.029454888888888888,0.0,0.0,0.0,0.0,0.0,0.029454888888888888,0.0,cerebellar degeneration related protein 2
GLB1,ENSG00000170266,0.029444444444444443,0.0,0.0,0.0,0.0,0.0,0.029444444444444443,0.0,galactosidase beta 1
HSPB3,ENSG00000169271,0.029410444444444447,0.0,0.0,0.0,0.0,0.0,0.029410444444444447,0.0,heat shock protein family B (small) member 3
MEFV,ENSG00000103313,0.029410444444444447,0.0,0.0,0.0,0.0,0.0,0.029410444444444447,0.0,"MEFV innate immuity regulator, pyrin"
CDK2AP1,ENSG00000111328,0.029400000000000003,0.0,0.0,0.0,0.0,0.0,0.029400000000000003,0.0,cyclin dependent kinase 2 associated protein 1
ACE2,ENSG00000130234,0.029369444444444448,0.0,0.0,0.0,0.0,0.0,0.029369444444444448,0.0,angiotensin I converting enzyme 2
CTRB2,ENSG00000168928,0.029365032851934498,0.0,0.0,0.0,0.0,0.029365032851934498,0.0,0.0,chymotrypsinogen B2
CCL21,ENSG00000137077,0.02920277777777778,0.0,0.0,0.0,0.0,0.0,0.02920277777777778,0.0,C-C motif chemokine ligand 21
MECP2,ENSG00000169057,0.0292,0.0,0.0,0.0,0.0,0.0,0.0292,0.0,methyl-CpG binding protein 2
KLRC1,ENSG00000134545,0.0292,0.0,0.0,0.0,0.0,0.0,0.0292,0.0,killer cell lectin like receptor C1
ZFAT,ENSG00000066827,0.029200000000000004,0.0,0.0,0.0,0.0,0.0,0.029200000000000004,0.0,zinc finger and AT-hook domain containing
HDAC3,ENSG00000171720,0.029100000000000004,0.0,0.0,0.0,0.0,0.0,0.029100000000000004,0.0,histone deacetylase 3
TRPM2,ENSG00000142185,0.0291,0.0,0.0,0.0,0.0,0.0,0.0291,0.0,transient receptor potential cation channel subfamily M member 2
DPYSL5,ENSG00000157851,0.02904444444444445,0.0,0.0,0.0,0.0,0.0,0.02904444444444445,0.0,dihydropyrimidinase like 5
IRF4,ENSG00000137265,0.02902010222285306,8.040889141223785e-05,0.0,0.0,0.0,0.0,0.029,0.0,interferon regulatory factor 4
L3MBTL3,ENSG00000198945,0.029,0.0,0.0,0.0,0.0,0.0,0.029,0.0,L3MBTL histone methyl-lysine binding protein 3
TARDBP,ENSG00000120948,0.029,0.0,0.0,0.0,0.0,0.0,0.029,0.0,TAR DNA binding protein
FGF1,ENSG00000113578,0.029000000000000005,0.0,0.0,0.0,0.0,0.0,0.029000000000000005,0.0,fibroblast growth factor 1
JAG1,ENSG00000101384,0.029,0.0,0.0,0.0,0.0,0.0,0.029,0.0,jagged canonical Notch ligand 1
MPHOSPH9,ENSG00000051825,0.029000000000000005,0.0,0.0,0.0,0.0,0.0,0.029000000000000005,0.0,M-phase phosphoprotein 9
SLC1A3,ENSG00000079215,0.028966000000000002,0.0,0.0,0.0,0.0,0.0,0.028966000000000002,0.0,solute carrier family 1 member 3
NFKBIA,ENSG00000100906,0.028955555555555557,0.0,0.0,0.0,0.0,0.0,0.028955555555555557,0.0,NFKB inhibitor alpha
EPO,ENSG00000130427,0.028950000000000004,0.0,0.0,0.0,0.0,0.0,0.028950000000000004,0.0,erythropoietin
IL31,ENSG00000204671,0.028944444444444446,0.0,0.0,0.0,0.0,0.0,0.028944444444444446,0.0,interleukin 31
ATM,ENSG00000149311,0.02885941102314876,0.0,0.0,0.0,0.0,0.013037644092595033,0.0256,0.0,ATM serine/threonine kinase
NLRC4,ENSG00000091106,0.028855555555555558,0.0,0.0,0.0,0.0,0.0,0.028855555555555558,0.0,NLR family CARD domain containing 4
AQP5,ENSG00000161798,0.02883693639663495,0.0,0.0,0.0,0.0,0.008147745586539787,0.026800000000000004,0.0,aquaporin 5
GSDMB,ENSG00000073605,0.028800000000000003,0.0,0.0,0.0,0.0,0.0,0.028800000000000003,0.0,gasdermin B
PIAS1,ENSG00000033800,0.028800000000000003,0.0,0.0,0.0,0.0,0.0,0.028800000000000003,0.0,protein inhibitor of activated STAT 1
HSPE1,ENSG00000115541,0.02875555555555556,0.0,0.0,0.0,0.0,0.0,0.02875555555555556,0.0,heat shock protein family E (Hsp10) member 1
CCL17,ENSG00000102970,0.0286,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,C-C motif chemokine ligand 17
MAP2,ENSG00000078018,0.028511111111111116,0.0,0.0,0.0,0.0,0.0,0.028511111111111116,0.0,microtubule associated protein 2
ITLN1,ENSG00000179914,0.0285,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,intelectin 1
STAT2,ENSG00000170581,0.0285,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,signal transducer and activator of transcription 2
FLT1,ENSG00000102755,0.0285,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,fms related receptor tyrosine kinase 1
SCG2,ENSG00000171951,0.028455555555555557,0.0,0.0,0.0,0.0,0.0,0.028455555555555557,0.0,secretogranin II
BMP5,ENSG00000112175,0.028444444444444446,0.0,0.0,0.0,0.0,0.0,0.028444444444444446,0.0,bone morphogenetic protein 5
PHB,ENSG00000167085,0.028399999999999998,0.0,0.0,0.0,0.0,0.0,0.028399999999999998,0.0,prohibitin
FCGR3A,ENSG00000203747,0.028300000000000002,0.0,0.0,0.0,0.0,0.0,0.028300000000000002,0.0,Fc fragment of IgG receptor IIIa
SDC1,ENSG00000115884,0.0283,0.0,0.0,0.0,0.0,0.0,0.0283,0.0,syndecan 1
NTSR1,ENSG00000101188,0.028300000000000002,0.0,0.0,0.0,0.0,0.0,0.028300000000000002,0.0,neurotensin receptor 1
TNFRSF9,ENSG00000049249,0.028300000000000002,0.0,0.0,0.0,0.0,0.0,0.028300000000000002,0.0,TNF receptor superfamily member 9
CD9,ENSG00000010278,0.028300000000000002,0.0,0.0,0.0,0.0,0.0,0.028300000000000002,0.0,CD9 molecule
EDA,ENSG00000158813,0.028200000000000003,0.0,0.0,0.0,0.0,0.0,0.028200000000000003,0.0,ectodysplasin A
EDNRB,ENSG00000136160,0.0282,0.0,0.0,0.0,0.0,0.0,0.0282,0.0,endothelin receptor type B
IGFBP2,ENSG00000115457,0.028200000000000003,0.0,0.0,0.0,0.0,0.0,0.028200000000000003,0.0,insulin like growth factor binding protein 2
SEMA4D,ENSG00000187764,0.02816666666666667,0.0,0.0,0.0,0.0,0.0,0.02816666666666667,0.0,semaphorin 4D
NFASC,ENSG00000163531,0.02815555555555556,0.0,0.0,0.0,0.0,0.0,0.02815555555555556,0.0,neurofascin
MDK,ENSG00000110492,0.02815555555555556,0.0,0.0,0.0,0.0,0.0,0.02815555555555556,0.0,midkine
TNFRSF6B,ENSG00000243509,0.028000000000000004,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.0,TNF receptor superfamily member 6b
LGALS4,ENSG00000171747,0.028000000000000004,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.0,galectin 4
PLXNC1,ENSG00000136040,0.028,0.0,0.0,0.0,0.0,0.0,0.028,0.0,plexin C1
GPR55,ENSG00000135898,0.028000000000000004,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.0,G protein-coupled receptor 55
FADS2,ENSG00000134824,0.028,0.0,0.0,0.0,0.0,0.0,0.028,0.0,fatty acid desaturase 2
ROCK2,ENSG00000134318,0.028,0.0,0.0,0.0,0.0,0.0,0.028,0.0,Rho associated coiled-coil containing protein kinase 2
NCL,ENSG00000115053,0.028,0.0,0.0,0.0,0.0,0.0,0.028,0.0,nucleolin
HAMP,ENSG00000105697,0.028000000000000004,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.0,hepcidin antimicrobial peptide
CXCL5,ENSG00000163735,0.027963888888888892,0.0,0.0,0.0,0.0,0.0,0.027963888888888892,0.0,C-X-C motif chemokine ligand 5
IL1RAP,ENSG00000196083,0.027800000000000002,0.0,0.0,0.0,0.0,0.0,0.027800000000000002,0.0,interleukin 1 receptor accessory protein
ANXA5,ENSG00000164111,0.027800000000000002,0.0,0.0,0.0,0.0,0.0,0.027800000000000002,0.0,annexin A5
GAD2,ENSG00000136750,0.027800000000000002,0.0,0.0,0.0,0.0,0.0,0.027800000000000002,0.0,glutamate decarboxylase 2
TNFSF18,ENSG00000120337,0.027800000000000002,0.0,0.0,0.0,0.0,0.0,0.027800000000000002,0.0,TNF superfamily member 18
IFI35,ENSG00000068079,0.027778023460715826,0.0,0.0,0.0,0.0,0.0055120938428632835,0.026400000000000003,0.0,interferon induced protein 35
DUSP1,ENSG00000120129,0.027700000000000002,0.0,0.0,0.0,0.0,0.0,0.027700000000000002,0.0,dual specificity phosphatase 1
IGF1,ENSG00000017427,0.027681200138886294,0.0,0.0,0.0,0.0,0.0,0.027681200138886294,0.0,insulin like growth factor 1
MMP19,ENSG00000123342,0.027600000000000003,0.0,0.0,0.0,0.0,0.0,0.027600000000000003,0.0,matrix metallopeptidase 19
POU2AF1,ENSG00000110777,0.027600000000000003,0.0,0.0,0.0,0.0,0.0,0.027600000000000003,0.0,POU class 2 homeobox associating factor 1
CCL8,ENSG00000108700,0.0276,0.0,0.0,0.0,0.0,0.0,0.0276,0.0,C-C motif chemokine ligand 8
IL4I1,ENSG00000104951,0.027600000000000003,0.0,0.0,0.0,0.0,0.0,0.027600000000000003,0.0,interleukin 4 induced 1
CYBA,ENSG00000051523,0.027600000000000003,0.0,0.0,0.0,0.0,0.0,0.027600000000000003,0.0,cytochrome b-245 alpha chain
ANGPT1,ENSG00000154188,0.027500000000000004,0.0,0.0,0.0,0.0,0.0,0.027500000000000004,0.0,angiopoietin 1
IL2RB,ENSG00000100385,0.027500000000000004,0.0,0.0,0.0,0.0,0.0,0.027500000000000004,0.0,interleukin 2 receptor subunit beta
BIRC5,ENSG00000089685,0.027500000000000004,0.0,0.0,0.0,0.0,0.0,0.027500000000000004,0.0,baculoviral IAP repeat containing 5
CFLAR,ENSG00000003402,0.027500000000000004,0.0,0.0,0.0,0.0,0.0,0.027500000000000004,0.0,CASP8 and FADD like apoptosis regulator
OLIG1,ENSG00000184221,0.0274,0.0,0.0,0.0,0.0,0.0,0.0274,0.0,oligodendrocyte transcription factor 1
SPAST,ENSG00000021574,0.027400000000000004,0.0,0.0,0.0,0.0,0.0,0.027400000000000004,0.0,spastin
LY6E,ENSG00000160932,0.027264763326656817,0.0,0.0,0.0,0.0,0.006659053306627265,0.0256,0.0,lymphocyte antigen 6 family member E
PRSS57,ENSG00000185198,0.027200000000000002,0.0,0.0,0.0,0.0,0.0,0.027200000000000002,0.0,serine protease 57
ARRB1,ENSG00000137486,0.027200000000000002,0.0,0.0,0.0,0.0,0.0,0.027200000000000002,0.0,arrestin beta 1
SRSF1,ENSG00000136450,0.027200000000000002,0.0,0.0,0.0,0.0,0.0,0.027200000000000002,0.0,serine and arginine rich splicing factor 1
MYRF,ENSG00000124920,0.027200000000000002,0.0,0.0,0.0,0.0,0.0,0.027200000000000002,0.0,myelin regulatory factor
EDN3,ENSG00000124205,0.027200000000000002,0.0,0.0,0.0,0.0,0.0,0.027200000000000002,0.0,endothelin 3
EFNB1,ENSG00000090776,0.027200000000000002,0.0,0.0,0.0,0.0,0.0,0.027200000000000002,0.0,ephrin B1
MME,ENSG00000196549,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,membrane metalloendopeptidase
SEMA4A,ENSG00000196189,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,semaphorin 4A
TLR1,ENSG00000174125,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,toll like receptor 1
SP3,ENSG00000172845,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,Sp3 transcription factor
NPR1,ENSG00000169418,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,natriuretic peptide receptor 1
NOTCH2,ENSG00000134250,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,notch receptor 2
MAPK14,ENSG00000112062,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,mitogen-activated protein kinase 14
TLR8,ENSG00000101916,0.027,0.0,0.0,0.0,0.0,0.0,0.027,0.0,toll like receptor 8
OSM,ENSG00000099985,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,oncostatin M
NRP1,ENSG00000099250,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,neuropilin 1
PSMB9,ENSG00000240065,0.026905555555555558,0.0,0.0,0.0,0.0,0.0,0.026905555555555558,0.0,proteasome 20S subunit beta 9
EFNB2,ENSG00000125266,0.026800000000000004,0.0,0.0,0.0,0.0,0.0,0.026800000000000004,0.0,ephrin B2
DARS2,ENSG00000117593,0.026800000000000004,0.0,0.0,0.0,0.0,0.0,0.026800000000000004,0.0,"aspartyl-tRNA synthetase 2, mitochondrial"
POMC,ENSG00000115138,0.0268,0.0,0.0,0.0,0.0,0.0,0.0268,0.0,proopiomelanocortin
SRF,ENSG00000112658,0.026800000000000004,0.0,0.0,0.0,0.0,0.0,0.026800000000000004,0.0,serum response factor
NECTIN1,ENSG00000110400,0.026800000000000004,0.0,0.0,0.0,0.0,0.0,0.026800000000000004,0.0,nectin cell adhesion molecule 1
HCAR2,ENSG00000182782,0.0267,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,hydroxycarboxylic acid receptor 2
BCR,ENSG00000186716,0.026600000000000002,0.0,0.0,0.0,0.0,0.0,0.026600000000000002,0.0,BCR activator of RhoGEF and GTPase
ANXA2,ENSG00000182718,0.026600000000000002,0.0,0.0,0.0,0.0,0.0,0.026600000000000002,0.0,annexin A2
TRIM63,ENSG00000158022,0.026600000000000002,0.0,0.0,0.0,0.0,0.0,0.026600000000000002,0.0,tripartite motif containing 63
LBP,ENSG00000129988,0.026600000000000002,0.0,0.0,0.0,0.0,0.0,0.026600000000000002,0.0,lipopolysaccharide binding protein
PANX1,ENSG00000110218,0.026600000000000006,0.0,0.0,0.0,0.0,0.0,0.026600000000000006,0.0,pannexin 1
NOS3,ENSG00000164867,0.026444444444444448,0.0,0.0,0.0,0.0,0.0,0.026444444444444448,0.0,nitric oxide synthase 3
CTSG,ENSG00000100448,0.0264205520296583,0.0,0.0,0.0,0.0,0.003682208118633198,0.025500000000000002,0.0,cathepsin G
VRK2,ENSG00000028116,0.026400000000000003,0.0,0.0,0.0,0.0,0.0,0.026400000000000003,0.0,VRK serine/threonine kinase 2
ZC3HAV1,ENSG00000105939,0.026302957822150128,0.0,0.0,0.0,0.0,0.0060118312886005,0.024800000000000003,0.0,"zinc finger CCCH-type containing, antiviral 1"
SH2B3,ENSG00000111252,0.026300000000000004,0.0,0.0,0.0,0.0,0.0,0.026300000000000004,0.0,SH2B adaptor protein 3
SOCS5,ENSG00000171150,0.02624444444444445,0.0,0.0,0.0,0.0,0.0,0.02624444444444445,0.0,suppressor of cytokine signaling 5
CCL13,ENSG00000181374,0.026200000000000005,0.0,0.0,0.0,0.0,0.0,0.026200000000000005,0.0,C-C motif chemokine ligand 13
SLC25A4,ENSG00000151729,0.0262,0.0,0.0,0.0,0.0,0.0,0.0262,0.0,solute carrier family 25 member 4
CCL18,ENSG00000275385,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,C-C motif chemokine ligand 18
BTLA,ENSG00000186265,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,B and T lymphocyte associated
DLK1,ENSG00000185559,0.026000000000000006,0.0,0.0,0.0,0.0,0.0,0.026000000000000006,0.0,delta like non-canonical Notch ligand 1
SLFN12,ENSG00000172123,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,schlafen family member 12
FADD,ENSG00000168040,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,Fas associated via death domain
SORCS3,ENSG00000156395,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,sortilin related VPS10 domain containing receptor 3
ETS1,ENSG00000134954,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,"ETS proto-oncogene 1, transcription factor"
PLXNA3,ENSG00000130827,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,plexin A3
CRHR1,ENSG00000120088,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,corticotropin releasing hormone receptor 1
PRDX6,ENSG00000117592,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,peroxiredoxin 6
PIAS2,ENSG00000078043,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,protein inhibitor of activated STAT 2
PER3,ENSG00000049246,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,period circadian regulator 3
TSIX,ENSG00000270641,0.025850387600950188,0.0,0.0,0.0,0.0,0.025850387600950188,0.0,0.0,"TSIX transcript, XIST antisense RNA"
IGF2R,ENSG00000197081,0.0256,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,insulin like growth factor 2 receptor
GRM7,ENSG00000196277,0.0256,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,glutamate metabotropic receptor 7
GRM8,ENSG00000179603,0.0256,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,glutamate metabotropic receptor 8
PRDX2,ENSG00000167815,0.0256,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,peroxiredoxin 2
MCL1,ENSG00000143384,0.0256,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,"MCL1 apoptosis regulator, BCL2 family member"
SARAF,ENSG00000133872,0.0256,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,store-operated calcium entry associated regulatory factor
ENG,ENSG00000106991,0.0256,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,endoglin
ITCH,ENSG00000078747,0.0256,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,itchy E3 ubiquitin protein ligase
P3H3,ENSG00000110811,0.025500000000000002,0.0,0.0,0.0,0.0,0.0,0.025500000000000002,0.0,prolyl 3-hydroxylase 3
PAM,ENSG00000145730,0.025400000000000002,0.0,0.0,0.0,0.0,0.0,0.025400000000000002,0.0,peptidylglycine alpha-amidating monooxygenase
IFI6,ENSG00000126709,0.025394707769819013,0.0,0.0,0.0,0.0,0.02279470776981901,0.010400000000000001,0.0,interferon alpha inducible protein 6
PHB2,ENSG00000215021,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,prohibitin 2
IGHV4-39,ENSG00000211959,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,immunoglobulin heavy variable 4-39
IFNLR1,ENSG00000185436,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,interferon lambda receptor 1
LPAR5,ENSG00000184574,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,lysophosphatidic acid receptor 5
PTPN2,ENSG00000175354,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,protein tyrosine phosphatase non-receptor type 2
HTRA1,ENSG00000166033,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,HtrA serine peptidase 1
FCRL3,ENSG00000160856,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,Fc receptor like 3
SPARCL1,ENSG00000152583,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,SPARC like 1
GAS8,ENSG00000141013,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,growth arrest specific 8
KLC1,ENSG00000126214,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,kinesin light chain 1
MTR,ENSG00000116984,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,5-methyltetrahydrofolate-homocysteine methyltransferase
NFKB1,ENSG00000109320,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,nuclear factor kappa B subunit 1
HOXA5,ENSG00000106004,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,homeobox A5
TNFRSF13C,ENSG00000159958,0.02518333333333334,0.0,0.0,0.0,0.0,0.0,0.02518333333333334,0.0,TNF receptor superfamily member 13C
TXNIP,ENSG00000265972,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,thioredoxin interacting protein
APOC2,ENSG00000234906,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,apolipoprotein C2
DIO3,ENSG00000197406,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,iodothyronine deiodinase 3
BGN,ENSG00000182492,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,biglycan
TBATA,ENSG00000166220,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,"thymus, brain and testes associated"
TKT,ENSG00000163931,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,transketolase
ADAMTS1,ENSG00000154734,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,ADAM metallopeptidase with thrombospondin type 1 motif 1
CAST,ENSG00000153113,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,calpastatin
UCN2,ENSG00000145040,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,urocortin 2
CYP27A1,ENSG00000135929,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,cytochrome P450 family 27 subfamily A member 1
SMPD2,ENSG00000135587,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,sphingomyelin phosphodiesterase 2
HNF1A,ENSG00000135100,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,HNF1 homeobox A
DCLK1,ENSG00000133083,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,doublecortin like kinase 1
SYNE1,ENSG00000131018,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,spectrin repeat containing nuclear envelope protein 1
DBH,ENSG00000123454,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,dopamine beta-hydroxylase
PDCD5,ENSG00000105185,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,programmed cell death 5
SPG11,ENSG00000104133,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,"SPG11 vesicle trafficking associated, spatacsin"
APEX1,ENSG00000100823,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,apurinic/apyrimidinic endodeoxyribonuclease 1
TIMP3,ENSG00000100234,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,TIMP metallopeptidase inhibitor 3
FLT3LG,ENSG00000090554,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,fms related receptor tyrosine kinase 3 ligand
DCN,ENSG00000011465,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,decorin
C3AR1,ENSG00000171860,0.0247,0.0,0.0,0.0,0.0,0.0,0.0247,0.0,complement C3a receptor 1
NOD2,ENSG00000167207,0.024700000000000003,0.0,0.0,0.0,0.0,0.0,0.024700000000000003,0.0,nucleotide binding oligomerization domain containing 2
NINJ1,ENSG00000131669,0.02454444444444445,0.0,0.0,0.0,0.0,0.0,0.02454444444444445,0.0,ninjurin 1
INS,ENSG00000254647,0.024405555555555555,0.0,0.0,0.0,0.0,0.0,0.024405555555555555,0.0,insulin
ITGA1,ENSG00000213949,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,integrin subunit alpha 1
ZNF433,ENSG00000197647,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,zinc finger protein 433
AGTR2,ENSG00000180772,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,angiotensin II receptor type 2
TAC4,ENSG00000176358,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,tachykinin precursor 4
TAC3,ENSG00000166863,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,tachykinin precursor 3
